5_gram,freq
officers * leadership provided the,1
officers * met with the,1
officers * now being trained,1
officers * opportunity to report,1
officers * the association shall,1
officers * yearwe very much,1
offices * assure that their,1
offices * iag this was,1
offices * incorporating biomonitoring requirements,1
offices * their interim use,1
official * a draft procedural,1
official * delegation to register,1
official * have proposed many,1
official * representatives plus two,1
official * that mca advocacy,1
official * was on the,1
officially * that chemtrec would,1
officials * active participation by,1
officials * amend the law,1
officials * been contacted concerning,1
officials * brazilian chemical manufacturers,1
officials * communicate their views,1
officials * continue to cite,1
officials * develop adjustment plans,1
officials * groundwater contamination as,1
officials * hardpressed by opponents,1
officials * learn more about,1
officials * other industry groups,1
officials * place including one,1
officials * representatives and elected,1
officials * representatives of industry,1
officials * set up coordinating,1
officials * some major chemical,1
officials * the department of,1
officials * the development of,1
officials * trade matters including,1
officials * unions technical societies,1
offset * are the result,1
offset * part by more,1
offset * the credit will,1
offset * the truckers because,1
offset * use of periodic,1
ofhe * substances legislation many,1
often * allude to programs,1
often * an overall and,1
often * as the standards,1
often * inadequate assurances for,1
often * late to get,1
often * once every twelve,1
often * performance requirements to,1
often * politician sees nothing,1
often * the findings of,1
often * the form of,1
often * the front page,1
often * the unfavorable climate,1
often * to be the,1
ofview * the chemical companies,1
oh * enacted a community,1
oh * that it were,1
ohio * association has filed,1
ohio * council to produce,1
ohio * dakota pennsylvania and,1
ohio * governor recently released,1
ohio * implemented an ordinance,1
ohio * louisiana attended and,1
ohio * new jersey have,1
ohio * new york having,1
ohio * pennsylvania several othar,1
ohio * pennsylvania were concerned,1
ohio * provides funds to,1
ohio * requested cma to,1
ohio * there was no,1
ohsa * likely to represent,1
oia * concerning possible wendments,1
oic * for the third,1
oil * and a year,1
oil * and allocation controls,1
oil * and would like,1
oil * barrels per day,1
oil * been estimated by,1
oil * case of a,1
oil * coal and electricity,1
oil * corporation as vice,1
oil * declined at about,1
oil * fee as part,1
oil * fee proposals and,1
oil * fee would be,1
oil * fees a current,1
oil * fees and fefc,1
oil * gas costs by,1
oil * mechanism initial crude,1
oil * naphthas except sng,1
oil * prevention air and,1
oil * pushbutton straightforward minimum,1
oil * taxes and oil,1
oil * to one or,1
oil * to separate into,1
oil * to u s,1
oil * which for years,1
oilproducing * on the us,1
oils * major tank car,1
oivision * additional professional to,1
ola * be urged to,1
ola * have participated in,1
old * almost member companies,1
old * benefits under social,1
old * but not simultaneously,1
old * decontrol the interstate,1
old * different types of,1
old * eligible for a,1
old * luccessful programs and,1
old * separately from all,1
old * th senate will,1
old * the national board,1
old * waste sices our,1
oleylamine * asked cma to,1
oleylamine * found the chemical,1
oleylamine * panel recently completed,1
oli * kwh increase in,1
olin * the concept that,1
olive * and to begin,1
oliver * richard federal energy,1
ologic * conducted by experimental,1
omb * paperwork reduction cma,1
omb * the council on,1
omb * the task force,1
omb * the us trade,1
ommendations * be received from,1
ommendations * to nature and,1
omnibus * bill is anticipated,1
omnibus * bill out of,1
omnibus * law leaders of,1
omnibus * legislation can be,1
on * a btu excise,1
on * a consensus good,1
on * a current intelligence,1
on * a hazardous materials,1
on * a joint nioshosha,1
on * a long list,1
on * a new congress,1
on * a permanent standard,1
on * a preliminary report,1
on * a rule on,1
on * a voluntary test,1
on * abc network coverage,1
on * accomplishments and remaining,1
on * acid the rule,1
on * action as was,1
on * action to come,1
on * activitias with othar,1
on * activities in this,1
on * activities include the,1
on * activities related to,1
on * additional hearings were,1
on * additives for the,1
on * additives jecfa to,1
on * addressed risk issues,1
on * adequacy of data,1
on * advocacy communication techniques,1
on * affairs two meetings,1
on * against the federal,1
on * agencys draft health,1
on * agencys general procedural,1
on * agencys generic approach,1
on * agencys plans for,1
on * agencys unbending conviction,1
on * agendas of environmental,1
on * air amendments as,1
on * alfred e kahnv,1
on * alternative water supplies,1
on * although this new,1
on * amendment to the,1
on * amendmentsas have many,1
on * american national standards,1
on * amerlean society of,1
on * amicus curiae basis,1
on * among the advisors,1
on * analysis of information,1
on * analysis of of,1
on * and a final,1
on * and a representative,1
on * and assure that,1
on * and at the,1
on * and cma will,1
on * and commerce working,1
on * and commercial consumers,1
on * and commercial samples,1
on * and compansation in,1
on * and company programs,1
on * and compensation for,1
on * and compensation programs,1
on * and control of,1
on * and detection systems,1
on * and development activities,1
on * and domestic crude,1
on * and endusers to,1
on * and envlronaantal effects,1
on * and epa held,1
on * and existing chemicals,1
on * and focussed primarily,1
on * and four subcommittees,1
on * and government relations,1
on * and hazardous waste,1
on * and health in,1
on * and in new,1
on * and in the,1
on * and influencing members,1
on * and it administrator,1
on * and maintenance and,1
on * and may with,1
on * and means in,1
on * and means would,1
on * and nonattainment for,1
on * and occupational health,1
on * and october that,1
on * and on subsequent,1
on * and others in,1
on * and oversight had,1
on * and planning improving,1
on * and policy issues,1
on * and procedural grounds,1
on * and programs for,1
on * and punitive damages,1
on * and qa was,1
on * and radon daughters,1
on * and regulation in,1
on * and regulations affect,1
on * and related materials,1
on * and related products,1
on * and reliability improvement,1
on * and report it,1
on * and s including,1
on * and safety issues,1
on * and several liability,1
on * and state ordinances,1
on * and status of,1
on * and synthetic fuels,1
on * and technology us,1
on * and tefra legislation,1
on * and th the,1
on * and the environment,1
on * and to assemble,1
on * and to recommend,1
on * and trade jcct,1
on * and trade report,1
on * and tuesday january,1
on * and virtually nothing,1
on * and water pollution,1
on * and were on,1
on * annual basis and,1
on * annual basis would,1
on * appearance of freshness,1
on * applicability of the,1
on * application of chemtech,1
on * appropriate role of,1
on * approximately member company,1
on * are as follows,1
on * areas of the,1
on * areas on which,1
on * areas we conducted,1
on * areas where their,1
on * arsenic were filed,1
on * article for firehouse,1
on * as a means,1
on * as industry representatives,1
on * as members of,1
on * as of may,1
on * as offering assurances,1
on * as opposed to,1
on * as part of,1
on * as the principal,1
on * as well as,1
on * asking the us,1
on * aspects such as,1
on * associated with the,1
on * association policy and,1
on * assumption that directors,1
on * at mca headquarters,1
on * at the federal,1
on * at the local,1
on * at the request,1
on * at the same,1
on * at the university,1
on * august draft of,1
on * august epa health,1
on * australian chemical registration,1
on * average have increased,1
on * avoided cost sale,1
on * b companies and,1
on * barges and private,1
on * barriers must address,1
on * basis of finding,1
on * basis of membership,1
on * basis of mutuality,1
on * basis of present,1
on * basis of traditional,1
on * basis of use,1
on * basis that a,1
on * basis that the,1
on * bat issue which,1
on * bat modification issue,1
on * before this session,1
on * benzyl phthalate bbp,1
on * benzyl phthalate in,1
on * bilataral talks or,1
on * bilateral free trade,1
on * bilateral investment treaty,1
on * bill house floor,1
on * bill in but,1
on * bill in july,1
on * bill to promote,1
on * bills bearing various,1
on * bills which will,1
on * biomonitoring study conducted,1
on * biphenyls pcbs initiated,1
on * board created by,1
on * board mr oreffiee,1
on * bottom line justifications,1
on * brazilian or us,1
on * briefing package and,1
on * brocks investment policy,1
on * budget process for,1
on * budgets and fees,1
on * but although a,1
on * by a vote,1
on * by check signed,1
on * by labor day,1
on * by mr roland,1
on * by representative paul,1
on * by senator thomas,1
on * by the end,1
on * caer and air,1
on * caer communications success,1
on * caer program the,1
on * caerncric programs especially,1
on * cag risk assessment,1
on * campus of the,1
on * car compensation to,1
on * carcinogenicity of vinyl,1
on * cargo reservation laws,1
on * casebycase baaia opan,1
on * chamical industry and,1
on * changes and reorganization,1
on * characteristics flow volume,1
on * charter roster of,1
on * check signed by,1
on * chemical industry and,1
on * chemical industry as,1
on * chemical industry cma,1
on * chemical industry effect,1
on * chemical industry home,1
on * chemical industry in,1
on * chemical industry seag,1
on * chemical industry to,1
on * chemical pump standardiza,1
on * chemical toxicology and,1
on * chemicals and has,1
on * chemicals are considerably,1
on * chemicals of interest,1
on * chemnet program and,1
on * chloride after considering,1
on * chloride as set,1
on * chloride involving the,1
on * chloride research composed,1
on * civil liberties and,1
on * clean act amendments,1
on * clean air act,1
on * cleanup andwill be,1
on * cma and these,1
on * cma board of,1
on * cma has an,1
on * cma held a,1
on * cma moved to,1
on * cma organisation qia,1
on * cma presented testimony,1
on * cma president bob,1
on * cma president roland,1
on * cma recommended revisions,1
on * cma representatives met,1
on * cma sent a,1
on * cma task groups,1
on * cmaapi human healthbased,1
on * cmas board of,1
on * co che congressional,1
on * coal from the,1
on * comments are due,1
on * comments are to,1
on * committee and thank,1
on * committee and the,1
on * committee are returning,1
on * committee due to,1
on * committee we will,1
on * committees activities for,1
on * committees and on,1
on * committees and task,1
on * communication throughout the,1
on * communications and a,1
on * communications extending our,1
on * communications role in,1
on * company activities to,1
on * company activity to,1
on * compensation continues to,1
on * competitive price basis,1
on * compromise of the,1
on * compromise package which,1
on * concerning the epa,1
on * concrete proposals for,1
on * condition that the,1
on * conditions in multinational,1
on * congress and the,1
on * congressional action has,1
on * congressional committees of,1
on * congressional tax reform,1
on * congressman florio introduced,1
on * congressman gaydos health,1
on * consensus energy conservation,1
on * consensus good samaritan,1
on * conservation and a,1
on * conservation of the,1
on * conservation to the,1
on * contingency fees pro,1
on * continuing basis iag,1
on * contribution of urban,1
on * control of chemicals,1
on * controls such as,1
on * conventions and treaties,1
on * corporate plans and,1
on * corporations and the,1
on * corporations unctc and,1
on * correspondents for the,1
on * covered by gatt,1
on * critical issues of,1
on * critical issues such,1
on * critical matters in,1
on * current basis we,1
on * current problems with,1
on * cutting tariffs but,1
on * daily basis without,1
on * data in the,1
on * day of the,1
on * day to the,1
on * days notice by,1
on * decontrol of natural,1
on * decontrol publicly when,1
on * deeply ingrained in,1
on * defense and inter,1
on * democratic side of,1
on * determination in the,1
on * development of a,1
on * development of cma,1
on * development of guidelines,1
on * development of reporting,1
on * developments exhibit b,1
on * developments in the,1
on * dexter f baker,1
on * dialogue with ochar,1
on * dingell substitute whenever,1
on * direction the cha,1
on * disconnect devices provide,1
on * disconnects was turned,1
on * disease compensation that,1
on * dispersion model validation,1
on * disposal finally cma,1
on * doe proposed a,1
on * dotmtb proposal to,1
on * dr bruce w,1
on * draft current intelli,1
on * draft document the,1
on * draft nsps for,1
on * draft of the,1
on * draft proposal are,1
on * drinking water act,1
on * drinking water and,1
on * drinking water standards,1
on * drum development with,1
on * drum developments and,1
on * dry weight basis,1
on * dumping within five,1
on * dust however no,1
on * earnings of foreign,1
on * eaviromental issues eg,1
on * economic policy concerning,1
on * economic policy to,1
on * educational system and,1
on * edwin c holmer,1
on * effect of the,1
on * effect of these,1
on * effects and will,1
on * effects of longterm,1
on * election of ronald,1
on * emergency basis because,1
on * emergency service for,1
on * emerging global issues,1
on * employees interest with,1
on * employment and revised,1
on * enforcement of the,1
on * environment and public,1
on * environment for instance,1
on * environment that would,1
on * environment under the,1
on * environment was enacted,1
on * epa agreed with,1
on * epa decided to,1
on * epa filed with,1
on * epa issued a,1
on * epa million landfill,1
on * epa proposed a,1
on * epa proposed rules,1
on * epa published proposed,1
on * epidemiology which had,1
on * establishment of an,1
on * ethylene oxide glycol,1
on * european cononunitysec july,1
on * exceptionally high degree,1
on * executive committees discussions,1
on * existing cics rather,1
on * expansion in areas,1
on * expansion of the,1
on * experience in metric,1
on * export of their,1
on * exposed to phosgene,1
on * exposure to toxic,1
on * extent to which,1
on * facilityspecific basis and,1
on * fact that committee,1
on * fast track basis,1
on * favorable as well,1
on * fda proposed administrative,1
on * federal and state,1
on * federalstate split continues,1
on * ferc moved to,1
on * finance committee chairman,1
on * finding of potentially,1
on * findings evolving from,1
on * findings of medical,1
on * finss that began,1
on * first budget resolution,1
on * first day in,1
on * floor of congress,1
on * following areas in,1
on * following association priori,1
on * following chemical industry,1
on * following evening point,1
on * for a tsca,1
on * for disposal of,1
on * for epa management,1
on * for phthalate esters,1
on * forces with diverse,1
on * foreign income of,1
on * foreign tax credit,1
on * formation and corporate,1
on * formation in the,1
on * four ketones and,1
on * freetrade negotiations between,1
on * freight rates and,1
on * frequency of noncompliance,1
on * from a number,1
on * from house judiciary,1
on * from ppb to,1
on * from the present,1
on * front page of,1
on * fta to the,1
on * function as related,1
on * functioning of the,1
on * fund at the,1
on * funding level mechanism,1
on * funding was necessary,1
on * future communications challenges,1
on * future competitive position,1
on * future direction for,1
on * future health safety,1
on * gas deregulation the,1
on * gas transmission and,1
on * gathering and examination,1
on * general framework of,1
on * generation indicates that,1
on * generic drug industry,1
on * glycol butyl ether,1
on * glycol ethers may,1
on * glycol monobutyl ether,1
on * good samaritan advocacy,1
on * good work of,1
on * goods from selected,1
on * governor brown signed,1
on * great deal of,1
on * gross receipts as,1
on * groundwater protection strategy,1
on * groups and coordinating,1
on * groups report and,1
on * guidelines for the,1
on * guidelines we expect,1
on * hamburg rules since,1
on * has been estimated,1
on * has been sub,1
on * has gained many,1
on * has happened before,1
on * has the authority,1
on * hazardous aaterials are,1
on * hazardous materials transportation,1
on * hazardous substances and,1
on * hazardous waste bills,1
on * hazardous waste generator,1
on * hazardous wastes in,1
on * he solicited board,1
on * health and environmental,1
on * health and safety,1
on * health of the,1
on * health programs and,1
on * health slant safety,1
on * health the itc,1
on * heckert was to,1
on * help rather than,1
on * high degree of,1
on * high level meeting,1
on * high royalty sharing,1
on * high school and,1
on * hill and in,1
on * history of the,1
on * hmta reauthorisation industry,1
on * house appropriations committee,1
on * house floor before,1
on * house side a,1
on * house ways and,1
on * houston area oxidant,1
on * how well we,1
on * however present indications,1
on * hr roland reported,1
on * human resources committee,1
on * i learned that,1
on * i of the,1
on * i will have,1
on * identification and classification,1
on * iii and as,1
on * impact analysis is,1
on * impact of selected,1
on * impact of these,1
on * impact on cma,1
on * implementation of a,1
on * implementation of caer,1
on * implementation of selected,1
on * implementation of the,1
on * implementation siting and,1
on * implications of the,1
on * important new requirements,1
on * important state issues,1
on * imported into the,1
on * imrentorles and assessments,1
on * in albany new,1
on * in and again,1
on * in both u,1
on * in chicago vlth,1
on * in commerce are,1
on * in denver colorado,1
on * in madison wisconsin,1
on * in organizational or,1
on * in strong support,1
on * in the alternative,1
on * in the appeal,1
on * in the tax,1
on * in their second,1
on * in these areas,1
on * individual basis both,1
on * industrial relations advisory,1
on * industries where theyll,1
on * industry and the,1
on * industry and whether,1
on * industry as in,1
on * industry can do,1
on * industry employment and,1
on * industry issues such,1
on * industry issues were,1
on * industry of proposed,1
on * industry of these,1
on * industry such an,1
on * industry tax should,1
on * industry trade as,1
on * industrybyindustry basis the,1
on * industrys ability to,1
on * industrys communications pro,1
on * industrys energy conservation,1
on * industrys programs and,1
on * industrys reputation and,1
on * informal liaison with,1
on * initial page draft,1
on * initiative cma then,1
on * initiatives changing the,1
on * input from the,1
on * inspection however the,1
on * intensive industries especially,1
on * interior committee morris,1
on * international front have,1
on * international scale the,1
on * inventory compilation and,1
on * investigations and fates,1
on * investment and improvement,1
on * investment and multinational,1
on * investment for research,1
on * investment in chemicals,1
on * investment jobs and,1
on * investment should be,1
on * investors s v,1
on * is under con,1
on * isobutyl ketone mik,1
on * isobutyl ketone mxk,1
on * issue and on,1
on * issue and plans,1
on * issue and the,1
on * issue and will,1
on * issue can be,1
on * issue cma will,1
on * issue following the,1
on * issue has been,1
on * issue now although,1
on * issue of competitive,1
on * issue of expanding,1
on * issue of joint,1
on * issue related matters,1
on * issue the previous,1
on * issue to sign,1
on * issue which have,1
on * issue without redundancy,1
on * issues affeetinq the,1
on * issues and customized,1
on * issues and lead,1
on * issues and use,1
on * issues by midseptember,1
on * issues chat may,1
on * issues consistent with,1
on * issues even though,1
on * issues for key,1
on * issues identified in,1
on * issues in addition,1
on * issues in more,1
on * issues including hazard,1
on * issues of corporat,1
on * issues of foreign,1
on * issues of interest,1
on * issues of the,1
on * issues on an,1
on * issues related to,1
on * issues several kinds,1
on * issues suggested questions,1
on * issues the chemical,1
on * issues the committee,1
on * issues the substance,1
on * issues the use,1
on * issues was however,1
on * issues we certainly,1
on * issues where an,1
on * itc list both,1
on * itc list mek,1
on * itema discussed and,1
on * items among the,1
on * joint congressional resolution,1
on * june paper of,1
on * key issues as,1
on * key subject the,1
on * labels appearing in,1
on * land disposal restrictions,1
on * last day of,1
on * laurels once we,1
on * laws and their,1
on * left in the,1
on * legislation and to,1
on * legislation at this,1
on * legislation has been,1
on * legislation prohibiting underground,1
on * legislation tort law,1
on * legislation which cma,1
on * legislative front the,1
on * legislative or leglslatlveregulatory,1
on * level cooperation and,1
on * liability legislation the,1
on * liquid basis rather,1
on * liquids basis could,1
on * longrange program the,1
on * love canal incident,1
on * machine having several,1
on * mail until after,1
on * major trade issues,1
on * management of priority,1
on * managerial and political,1
on * manufacture and printing,1
on * march the senate,1
on * market dominance were,1
on * market prices until,1
on * materials control are,1
on * matter are planned,1
on * matter specific to,1
on * matter was appropriate,1
on * matters and the,1
on * matters pending in,1
on * matters we continue,1
on * may be that,1
on * mca said the,1
on * measure planned the,1
on * measurements techniques and,1
on * mechanisms in canada,1
on * media relations front,1
on * meeting of the,1
on * meeting on june,1
on * member companies from,1
on * members helped to,1
on * members the electrical,1
on * men and women,1
on * merits and by,1
on * mlamisburg incident may,1
on * model proposal drafted,1
on * more direct basis,1
on * more significant provisions,1
on * more timely basis,1
on * most current financial,1
on * motor for most,1
on * motors met in,1
on * multitude of materials,1
on * municipal level cincinnati,1
on * muskies bill s,1
on * mutagens and teratogens,1
on * national chemical response,1
on * national consciousness that,1
on * national energy act,1
on * national groundwater policy,1
on * national priority list,1
on * national scene the,1
on * nec panels in,1
on * need for and,1
on * need to protect,1
on * negotiated testing consent,1
on * new chemical at,1
on * new coatacts within,1
on * new motor installed,1
on * new piece of,1
on * new revised regulations,1
on * nickelcontaining catalysts and,1
on * nightline in october,1
on * no executive to,1
on * nonmetallic mineral industry,1
on * north american t,1
on * notification and medical,1
on * notification legislation proposed,1
on * number of issues,1
on * number of patent,1
on * number of regulatory,1
on * number of sources,1
on * observations we conclude,1
on * occasion before more,1
on * occasions addressing both,1
on * occasions in support,1
on * occasions we combined,1
on * occupational illness and,1
on * october the key,1
on * odcb and pdcb,1
on * of a special,1
on * of action and,1
on * of balancedperformance stand,1
on * of both cma,1
on * of chemical oil,1
on * of chemicals see,1
on * of chlorofluorocarbons on,1
on * of chronic hazards,1
on * of clean sites,1
on * of cma and,1
on * of cma socma,1
on * of consumers in,1
on * of contamination as,1
on * of du pont,1
on * of each member,1
on * of failure to,1
on * of foreign governments,1
on * of general interest,1
on * of his energy,1
on * of insured companies,1
on * of interest to,1
on * of last year,1
on * of mca before,1
on * of mca in,1
on * of mca urging,1
on * of mca would,1
on * of mr mobley,1
on * of our priority,1
on * of pension counsel,1
on * of phthalate esters,1
on * of research and,1
on * of science and,1
on * of specified regulatory,1
on * of state superfund,1
on * of thasa issuas,1
on * of the administrations,1
on * of the agreement,1
on * of the association,1
on * of the board,1
on * of the comprehensive,1
on * of the energy,1
on * of the environ,1
on * of the executive,1
on * of the export,1
on * of the florio,1
on * of the ketones,1
on * of the membership,1
on * of the next,1
on * of the nominating,1
on * of the occupational,1
on * of the ozone,1
on * of the phthalate,1
on * of the report,1
on * of the senate,1
on * of the states,1
on * of the superfund,1
on * of their pmn,1
on * of these regulations,1
on * on a number,1
on * on april comments,1
on * on behalf of,1
on * on chemical industry,1
on * on october as,1
on * on the utilization,1
on * once a vendor,1
on * one which we,1
on * operation to the,1
on * operations and cmas,1
on * opportunities as well,1
on * opportunity to present,1
on * or abandoned hazardous,1
on * or brazilian flag,1
on * or low income,1
on * or not certain,1
on * or restrictions included,1
on * or two key,1
on * orqanic plastic and,1
on * osha hazard communication,1
on * osha intends to,1
on * osha oversight hear,1
on * other communications activities,1
on * other hand early,1
on * other hand passage,1
on * other hand some,1
on * ots expects to,1
on * outside to manager,1
on * oversight hamilton hurst,1
on * own by leveraging,1
on * own initiative he,1
on * oxide mo will,1
on * oxide which calls,1
on * oxides of nitrogen,1
on * ozone layer at,1
on * package of legislation,1
on * panel and as,1
on * panels which most,1
on * paradichlorobenze n e,1
on * part of individual,1
on * part of many,1
on * participation and sharpening,1
on * parts of the,1
on * passage of the,1
on * patent procedures for,1
on * patent term extensions,1
on * pending conference committee,1
on * performance requirements the,1
on * permit names of,1
on * pesticide regulations since,1
on * phenomena in the,1
on * pipeline marketing affiliates,1
on * planning for the,1
on * plants and tried,1
on * plus a safety,1
on * pmn form and,1
on * pmn they have,1
on * policies than was,1
on * policy and the,1
on * pollution of the,1
on * pollution product liability,1
on * pollution regarding superfund,1
on * pollution which reported,1
on * polyelectrolyte potable water,1
on * polymers and resins,1
on * poor and recommended,1
on * portion of their,1
on * position paper the,1
on * position statement regarding,1
on * positions and actions,1
on * positive manner in,1
on * positive side several,1
on * possible superfund floor,1
on * potential for dichlorobenzenes,1
on * premarket data and,1
on * prepared the guidance,1
on * prepetition record in,1
on * present major programs,1
on * presented to atsac,1
on * president nixon submitted,1
on * president reagan announced,1
on * president reagan formally,1
on * prestige of the,1
on * price escalators in,1
on * prices for natural,1
on * prices will be,1
on * pricing issue on,1
on * prior occasions and,1
on * prior use or,1
on * priority issue state,1
on * priority pollutant list,1
on * problems and inequities,1
on * procedures for cleaning,1
on * process safety and,1
on * processors to immediately,1
on * producers propriety of,1
on * production use and,1
on * products such as,1
on * program expected in,1
on * programmatic elements to,1
on * programs for existing,1
on * progress of the,1
on * proper protocol or,1
on * proper techniques for,1
on * property rights and,1
on * property rights commonly,1
on * proposal are due,1
on * proposal for a,1
on * proposals for changes,1
on * proposals that may,1
on * proposed air oxidation,1
on * proposed bilateral free,1
on * proposed block billing,1
on * proposed electrical standards,1
on * proposed european community,1
on * proposed generic carcinogen,1
on * proposed hazard communi,1
on * proposed law to,1
on * proposed new programs,1
on * proposed regulations to,1
on * proposed requirement for,1
on * proposed rule on,1
on * proposed rulemaking and,1
on * proposed standards following,1
on * proposed standards of,1
on * proposing major rules,1
on * protection and hazardous,1
on * proved to be,1
on * public compensation issue,1
on * public compensation measure,1
on * publics perception of,1
on * purchased directly from,1
on * qf impact resources,1
on * quality and type,1
on * quality established in,1
on * quality f byrd,1
on * quality mca expects,1
on * questions by many,1
on * radio program originating,1
on * railroad freight rate,1
on * rain began in,1
on * rain control legislation,1
on * rain groundwater and,1
on * range of projects,1
on * ranking system for,1
on * rates sales revenue,1
on * rather limited investment,1
on * rather than completely,1
on * rationale for requiring,1
on * readiness for compliance,1
on * reagans may tax,1
on * reauthorization on may,1
on * reauthorization these hearings,1
on * reauthorlzatlon of the,1
on * recommendations will result,1
on * reconciliation began to,1
on * recorded voces the,1
on * records and reports,1
on * reduction cma also,1
on * reform beginning january,1
on * reform delivered to,1
on * reform for house,1
on * reform has been,1
on * reform health services,1
on * reform issues for,1
on * reform legislation the,1
on * regarding the issue,1
on * regular basis as,1
on * regulation copy appended,1
on * regulation of biotechnology,1
on * regulation of hazardous,1
on * regulatory issues cma,1
on * related issues of,1
on * relating to the,1
on * relationship between the,1
on * relief dealing with,1
on * relief testified on,1
on * removal efficiency of,1
on * report describing the,1
on * report exhibit h,1
on * report exhibit j,1
on * report exhibit n,1
on * report exhibit p,1
on * reporting of spills,1
on * reports the employers,1
on * reproductive risk in,1
on * reps to nec,1
on * request in his,1
on * requirements for hazardous,1
on * research and development,1
on * research council nrc,1
on * research program and,1
on * research program which,1
on * research stringent limitations,1
on * reservation the bilateral,1
on * resins and to,1
on * resins was approved,1
on * resources required in,1
on * responder training that,1
on * response to political,1
on * responses to his,1
on * responsibilities by developing,1
on * responsibility battelle memorial,1
on * responsive nature of,1
on * resulting from the,1
on * retained basis where,1
on * revenue measures of,1
on * review of the,1
on * right to know,1
on * righttoknow and catastrophe,1
on * righttoknow issue for,1
on * risk assessment for,1
on * road with great,1
on * robert l mitchell,1
on * roe dnj to,1
on * rulemaking in this,1
on * rules or legislative,1
on * rules proposed by,1
on * sabbatical or internship,1
on * safe handling of,1
on * safety and health,1
on * safety data sheets,1
on * safety met on,1
on * scene have the,1
on * scene of transportation,1
on * schedule for dealing,1
on * science does not,1
on * scientific aspects of,1
on * second draft staff,1
on * sectors including pertochemicals,1
on * sectors of the,1
on * security issues of,1
on * segment of the,1
on * selected basis for,1
on * self management by,1
on * senate floor after,1
on * senate floor as,1
on * senate floor on,1
on * senator lowell p,1
on * senator paula hawkins,1
on * senator slade gortons,1
on * senators hart and,1
on * services v h,1
on * settlement and enforcement,1
on * short bill impossible,1
on * shortcomings of the,1
on * side and the,1
on * side of an,1
on * significant cobittee activities,1
on * site compensation a,1
on * site injuries would,1
on * sites inc l,1
on * six regional executive,1
on * skills when senior,1
on * slide our analysis,1
on * sludge issue and,1
on * small group of,1
on * so that our,1
on * socalled corpocracy of,1
on * solid vasts issues,1
on * some observers are,1
on * speaking platforms in,1
on * special mca task,1
on * specific issues and,1
on * specific legislative alternatives,1
on * specific problems associated,1
on * specific provisions in,1
on * staff continued partici,1
on * staff facilities and,1
on * staff of the,1
on * staff premium rates,1
on * standard for hazards,1
on * standards of substan,1
on * standards under new,1
on * statamant of principlas,1
on * state affairs committee,1
on * state aspects of,1
on * state for granting,1
on * state issue positions,1
on * state legislation the,1
on * state of tax,1
on * state of the,1
on * status and outlook,1
on * status of existing,1
on * storage and handling,1
on * strategy for getting,1
on * study results might,1
on * subject a description,1
on * subject areas the,1
on * subject for the,1
on * subject had been,1
on * subject in that,1
on * subject of bilateral,1
on * subject of data,1
on * subject ran between,1
on * subject that was,1
on * subject to ustr,1
on * subjects coming before,1
on * substances and environmental,1
on * substances by responsi,1
on * substantive issues and,1
on * success the outlook,1
on * such as the,1
on * such reconfirmation was,1
on * sunset review of,1
on * superfund implementation made,1
on * superfund issues during,1
on * support of education,1
on * supported the panels,1
on * surveys to industry,1
on * tank car compensation,1
on * tariff cutting pending,1
on * tax and program,1
on * tax for all,1
on * tax rates in,1
on * tax rates price,1
on * tax treatment of,1
on * taxable wage base,1
on * taxes seag also,1
on * taxing aspects of,1
on * technical adequacy of,1
on * technical report on,1
on * techniques etc attached,1
on * technology boston ma,1
on * television recent irancontra,1
on * ten leading energyconsuming,1
on * test rules proposed,1
on * testimony on proposed,1
on * testing recommendation on,1
on * th in the,1
on * th to members,1
on * th we will,1
on * thay should covar,1
on * the adequacy of,1
on * the amendment was,1
on * the associations air,1
on * the bill will,1
on * the bill would,1
on * the california air,1
on * the character might,1
on * the chemical referral,1
on * the chromium emissions,1
on * the clean water,1
on * the cma board,1
on * the cmaapi brief,1
on * the commissioner of,1
on * the committee has,1
on * the committee indicate,1
on * the committee will,1
on * the congressional mandate,1
on * the day before,1
on * the differences in,1
on * the environmental management,1
on * the environmental protection,1
on * the ethylene dibromide,1
on * the existing amendment,1
on * the federal and,1
on * the ferc issues,1
on * the foreign tax,1
on * the forum was,1
on * the general pretreatment,1
on * the government filed,1
on * the group did,1
on * the house approved,1
on * the house by,1
on * the house health,1
on * the house of,1
on * the house passed,1
on * the house public,1
on * the house sci,1
on * the industry received,1
on * the national electrical,1
on * the nature of,1
on * the office of,1
on * the panel has,1
on * the panel submitted,1
on * the present scope,1
on * the public works,1
on * the senate approved,1
on * the senate committee,1
on * the senate energy,1
on * the senate passed,1
on * the states with,1
on * the subcommittee staff,1
on * the third circuit,1
on * the us district,1
on * the vinylldene chloride,1
on * the warning provisions,1
on * the written comments,1
on * thechemical referral center,1
on * their first activity,1
on * then current rate,1
on * they made one,1
on * this committee pro,1
on * thought that the,1
on * thousands of shipments,1
on * three chemicals under,1
on * three compounds and,1
on * three of these,1
on * three year cycle,1
on * thus delaying action,1
on * time schedule established,1
on * timely basis for,1
on * to address the,1
on * to attempt to,1
on * to be received,1
on * to bring this,1
on * to consider the,1
on * to cure several,1
on * to deny a,1
on * to discuss nci,1
on * to discuss the,1
on * to eliminate existing,1
on * to explode statebystate,1
on * to improve the,1
on * to know new,1
on * to make the,1
on * to operate the,1
on * to provide tax,1
on * to reauthorize the,1
on * to receive testimony,1
on * to review the,1
on * to start what,1
on * to the committees,1
on * to undertake a,1
on * to warn about,1
